GC_weight,GT_weight,AC_weight,AT_weight,optimal_parameters,Z21,Z22,Z26,Z27,Z28,ZMYC2.5,ZMYC3,CG5,GT30,CG14,GT14_non,GT20_non,AT14_non,Z25_non,ZMYC1_non,ZMYC2_non
8,2.0,2.0,0.5,0,138.5,188.0,71.0,79.0,104.0,132.0,107.0,72.0,102.0,216.0,54.0,78.0,,56.0,,50.0
9,0.5,0.5,0.5,0,149.5,199.5,69.0,78.5,115.0,130.0,113.0,81.0,,243.0,,,,53.0,,54.5
9,0.5,0.75,0.5,0,150.0,199.5,69.25,79.0,115.25,130.5,113.5,81.0,,243.0,,,,53.25,,54.75
9,0.5,1.0,0.5,0,150.5,199.5,69.5,79.5,115.5,131.0,114.0,81.0,,243.0,,,,53.5,,55.0
9,0.5,1.25,0.5,0,151.0,199.5,69.75,80.0,115.75,131.5,114.5,81.0,,243.0,,,,53.75,,55.25
9,0.5,1.5,0.5,0,151.5,199.5,70.0,80.5,116.0,132.0,115.0,81.0,,243.0,,,,54.0,,55.5
9,0.5,1.75,0.5,0,152.0,199.5,70.25,81.0,116.25,132.5,115.5,81.0,,243.0,,,,54.25,,55.75
9,0.5,2.0,0.5,0,152.5,199.5,70.5,81.5,116.5,133.0,116.0,81.0,,243.0,,,,54.5,,56.0
9,0.75,0.5,0.5,0,150.0,201.25,70.25,79.75,115.25,132.5,113.5,81.0,,243.0,,,,54.25,,54.5
9,0.75,0.75,0.5,0,150.5,201.25,70.5,80.25,115.5,133.0,114.0,81.0,,243.0,,,,54.5,,54.75
9,0.75,1.0,0.5,0,151.0,201.25,70.75,80.75,115.75,133.5,114.5,81.0,,243.0,,,,54.75,,55.0
9,0.75,1.25,0.5,0,151.5,201.25,71.0,81.25,116.0,134.0,115.0,81.0,,243.0,,,,55.0,,55.25
9,0.75,1.5,0.5,0,152.0,201.25,71.25,81.75,116.25,134.5,115.5,81.0,,243.0,,,,55.25,,55.5
9,0.75,1.75,0.5,0,152.5,201.25,71.5,82.25,116.5,135.0,116.0,81.0,,243.0,,,,55.5,,55.75
9,0.75,2.0,0.5,0,153.0,201.25,71.75,82.75,116.75,135.5,116.5,81.0,,243.0,,,,55.75,,56.0
9,1.0,0.5,0.5,0,150.5,203.0,71.5,81.0,115.5,135.0,114.0,81.0,51.0,243.0,,,,55.5,,54.5
9,1.0,0.75,0.5,0,151.0,203.0,71.75,81.5,115.75,135.5,114.5,81.0,51.0,243.0,,,,55.75,,54.75
9,1.0,1.0,0.5,0,151.5,203.0,72.0,82.0,116.0,136.0,115.0,81.0,51.0,243.0,,,,56.0,,55.0
9,1.0,1.25,0.5,0,152.0,203.0,72.25,82.5,116.25,136.5,115.5,81.0,51.0,243.0,,,,56.25,,55.25
9,1.0,1.5,0.5,0,152.5,203.0,72.5,83.0,116.5,137.0,116.0,81.0,51.0,243.0,,,,56.5,,55.5
9,1.0,1.75,0.5,0,153.0,203.0,72.75,83.5,116.75,137.5,116.5,81.0,51.0,243.0,,,,56.75,,55.75
9,1.0,2.0,0.5,0,153.5,203.0,73.0,84.0,117.0,138.0,117.0,81.0,51.0,243.0,,,,57.0,,56.0
9,1.25,0.5,0.5,0,151.0,204.75,72.75,82.25,115.75,137.5,114.5,81.0,63.75,243.0,,,,56.75,,54.5
9,1.25,0.75,0.5,0,151.5,204.75,73.0,82.75,116.0,138.0,115.0,81.0,63.75,243.0,,,,57.0,,54.75
9,1.25,1.0,0.5,0,152.0,204.75,73.25,83.25,116.25,138.5,115.5,81.0,63.75,243.0,,,,57.25,,55.0
9,1.25,1.25,0.5,0,152.5,204.75,73.5,83.75,116.5,139.0,116.0,81.0,63.75,243.0,,,,57.5,,55.25
9,1.25,1.5,0.5,0,153.0,204.75,73.75,84.25,116.75,139.5,116.5,81.0,63.75,243.0,,,,57.75,,55.5
9,1.25,1.75,0.5,0,153.5,204.75,74.0,84.75,117.0,140.0,117.0,81.0,63.75,243.0,,,,58.0,,55.75
9,1.25,2.0,0.5,0,154.0,204.75,74.25,85.25,117.25,140.5,117.5,81.0,63.75,243.0,,,,58.25,50.0,56.0
9,1.5,0.5,0.5,0,151.5,206.5,74.0,83.5,116.0,140.0,115.0,81.0,76.5,243.0,,58.5,,58.0,,54.5
9,1.5,0.75,0.5,0,152.0,206.5,74.25,84.0,116.25,140.5,115.5,81.0,76.5,243.0,,58.5,,58.25,,54.75
9,1.5,1.0,0.5,0,152.5,206.5,74.5,84.5,116.5,141.0,116.0,81.0,76.5,243.0,,58.5,,58.5,,55.0
9,1.5,1.25,0.5,0,153.0,206.5,74.75,85.0,116.75,141.5,116.5,81.0,76.5,243.0,,58.5,,58.75,,55.25
9,1.5,1.5,0.5,0,153.5,206.5,75.0,85.5,117.0,142.0,117.0,81.0,76.5,243.0,,58.5,,59.0,,55.5
9,1.5,1.75,0.5,0,154.0,206.5,75.25,86.0,117.25,142.5,117.5,81.0,76.5,243.0,,58.5,,59.25,,55.75
9,1.5,2.0,0.5,0,154.5,206.5,75.5,86.5,117.5,143.0,118.0,81.0,76.5,243.0,,58.5,,59.5,50.5,56.0
9,1.75,0.5,0.5,0,152.0,208.25,75.25,84.75,116.25,142.5,116.0,81.0,89.25,243.0,,68.25,,59.25,,54.5
9,1.75,0.75,0.5,0,152.5,208.25,75.5,85.25,116.5,143.0,116.5,81.0,89.25,243.0,,68.25,,59.5,,54.75
9,1.75,1.0,0.5,0,153.0,208.25,75.75,85.75,116.75,143.5,117.0,81.0,89.25,243.0,,68.25,,59.75,,55.0
9,1.75,1.25,0.5,0,153.5,208.25,76.0,86.25,117.0,144.0,117.5,81.0,89.25,243.0,,68.25,,60.0,,55.25
9,1.75,1.5,0.5,0,154.0,208.25,76.25,86.75,117.25,144.5,118.0,81.0,89.25,243.0,,68.25,,60.25,,55.5
9,1.75,1.75,0.5,0,154.5,208.25,76.5,87.25,117.5,145.0,118.5,81.0,89.25,243.0,,68.25,,60.5,,55.75
9,1.75,2.0,0.5,0,155.0,208.25,76.75,87.75,117.75,145.5,119.0,81.0,89.25,243.0,,68.25,,60.75,51.0,56.0
9,2.0,0.5,0.5,0,152.5,210.0,76.5,86.0,116.5,145.0,117.0,81.0,102.0,243.0,54.0,78.0,,60.5,,54.5
9,2.0,0.75,0.5,0,153.0,210.0,76.75,86.5,116.75,145.5,117.5,81.0,102.0,243.0,54.0,78.0,,60.75,,54.75
9,2.0,1.0,0.5,0,153.5,210.0,77.0,87.0,117.0,146.0,118.0,81.0,102.0,243.0,54.0,78.0,,61.0,,55.0
9,2.0,1.25,0.5,0,154.0,210.0,77.25,87.5,117.25,146.5,118.5,81.0,102.0,243.0,54.0,78.0,,61.25,,55.25
9,2.0,1.5,0.5,0,154.5,210.0,77.5,88.0,117.5,147.0,119.0,81.0,102.0,243.0,54.0,78.0,,61.5,,55.5
9,2.0,1.75,0.5,0,155.0,210.0,77.75,88.5,117.75,147.5,119.5,81.0,102.0,243.0,54.0,78.0,,61.75,,55.75
9,2.0,2.0,0.5,0,155.5,210.0,78.0,89.0,118.0,148.0,120.0,81.0,102.0,243.0,54.0,78.0,,62.0,51.5,56.0
